filename,predict
a644test0002.aig,pdr
beemfwt3b2.aig,iimc
convert-jpg2gif-query-1154.aig,IC3
bin_libsmbclient_vc1225164.aig,pdr
lfsr_004_047_048.aig,pdr
bin_eventlogadm_vc331216.aig,dprove
umulov2bw0512.aig,dprove
a446test0001.aig,dprove
a334test0016.aig,iimc
bin_libsmbsharemodes_vc7143.aig,dprove
a397test0029.aig,pdr
bin_libsmbsharemodes_vc5701.aig,dprove
bin_eventlogadm_vc331034.aig,IC3
simplePostAndPre.phx.aig,IC3
bin_libsmbclient_vc1225860.aig,dprove
beemkrebs4f1.aig,iimc
beembkry8f1.aig,iimc
beembkry4f1.aig,iimc
innfeed_innfeed_vc37260.aig,IC3
bin_eventlogadm_vc352874.aig,pdr
a329test0006.aig,pdr
a618test0075.aig,pdr
ext_con_004_032_0256.aig,pdr
bj08amba3g1.aig,iimc
a167test0001.aig,dprove
convert-jpg2gif-query-1552.aig,IC3
ext_con_036_001_0512.aig,dprove
bin_libsmbsharemodes_vc4816.aig,dprove
139452p0.aig,iimc
convert-jpg2gif-query-1582.aig,IC3
beemfrogs5b1.aig,iimc
bin_libmsrpc_vc1225787.aig,dprove
lfsr_008_111_064.aig,pdr
ext_con_012_002_0512.aig,dprove
a9test0002.aig,dprove
a30test0009.aig,dprove
beemtlphn6f1.aig,iimc
bin_libmsrpc_vc1225807.aig,pdr
eijk.S820.S.aig,IC3
a672test0007.aig,pdr
ext_con_012_008_0512.aig,dprove
beemlup1f1.aig,IC3
beemtrngt5b1.aig,iimc
convert-jpg2gif-query-1545.aig,IC3
beemmsmie2b1.aig,iimc
src_wget_vc17891.aig,IC3
ext_con_024_004_0032.aig,dprove
bin_libsmbsharemodes_vc6216.aig,pdr
beemsnpse6b1.aig,iimc
convert-jpg2gif-query-1199.aig,IC3
bin_libmsrpc_vc1225855.aig,dprove
convert-jpg2gif-query-1593.aig,IC3
bin_libsmbsharemodes_vc6206.aig,dprove
beemtlphn5f1.aig,iimc
bin_eventlogadm_vc331170.aig,pdr
beemkrebs3b1.aig,iimc
beemlmprt8f1.aig,iimc
bin_libsmbsharemodes_vc7661.aig,dprove
beempgmprot1b1.aig,iimc
bin_eventlogadm_vc331225.aig,dprove
bin_libsmbsharemodes_vc6325.aig,pdr
bin_libsmbsharemodes_vc6214.aig,dprove
bin_libmsrpc_vc1232068.aig,pdr
nusmv.syncarb10^2.B.aig,pdr
convert-jpg2gif-query-1529.aig,dprove
convert-jpg2gif-query-1648.aig,dprove
nnrpd_nnrpd_vc21242.aig,IC3
convert-jpg2gif-query-1418.aig,IC3
beemresist1b2.aig,IC3
texasifetch1p8.aig,iimc
lfsr_004_031_112.aig,pdr
bin_eventlogadm_vc331217.aig,pdr
texas.PI_main^05.E.aig,iimc
bin_libmsrpc_vc1232118.aig,dprove
a673test0046.aig,dprove
convert-jpg2gif-query-1320.aig,dprove
texas.parsesys^2.E.aig,iimc
bin_libsmbclient_vc1225759.aig,dprove
a488test0023.aig,dprove
simple_processors_006_004_0004.aig,dprove
bin_libsmbsharemodes_vc6343.aig,pdr
convert-jpg2gif-query-1596.aig,IC3
ext_con_028_004_0016.aig,dprove
convert-jpg2gif-query-1373.aig,IC3
beempgsol6f1.aig,iimc
bin_eventlogadm_vc352377.aig,pdr
a52test0012.aig,dprove
nnrpd_nnrpd_vc21034.aig,IC3
beemcoll5b1.aig,iimc
ext_con_020_016_1024.aig,pdr
bin_libsmbsharemodes_vc4797.aig,pdr
bin_eventlogadm_vc331112.aig,pdr
bin_libmsrpc_vc1225313.aig,dprove
lfsr_008_047_128.aig,pdr
pdtpmsrotate32.aig,pdr
bin_libsmbclient_vc1225818.aig,dprove
distrib04.sf.aig,dprove
bin_libsmbsharemodes_vc6279.aig,dprove
src_wget_vc17898.aig,IC3
VS3-benchmark-A6.aig,pdr
unconstrained10.aig,dprove
beemcycschd2b1.aig,iimc
src_wget_vc17904.aig,IC3
beemtrngt2f1.aig,iimc
bin_eventlogadm_vc351399.aig,dprove
